industry,function,usecase,paragraph_ID
economics and outcomes,research and performance - based pricing plans,economics and outcomes research and performance - based pricing plans,1466
clinical operations ▪ comparative effectiveness research,clinical operations,comparative effectiveness research,1467
clinical,clinical decision support tools,transparency,1468
remote patient monitoring,remote patient monitoring ▪ advanced,remote patient monitoring,1469
patient,analytics,analytics,1470
r & d ▪ predictive modeling ▪ statistical tools,predictive modeling ▪ statistical tools,predictive modeling,1471
algorithms to improve clinical trial design,algorithms,algorithms to improve clinical trial design,1472
trials,trials data,trials data,1473
analyzing clinical ▪ personalized medicine,analyzing clinical ▪ personalized medicine,personalized medicine,1474
disease,disease patterns,disease patterns,1475
public health ▪ public health surveillance,public health ▪ public health surveillance,public health ▪ public health surveillance,1476
aggregating,new business models,aggregating,1477
synthesizing patient clinical records and claims datasets ▪ online platforms and communities,online platforms,synthesizing patient clinical records and claims datasets ▪ online platforms and communities,1478
value,value potential,value potential,1479
adoption,adoption,adoption,1480
average value realized by adopters,adopters,average value realized by adopters,1481
